Date,Open,High,Low,Close,Adj Close,Volume,negative,positive,neutral,compound
2003-08-29,0.396429,0.408036,0.39375,0.40375,0.346161,263155200.0,0.182,0.076,0.742,-0.9994
2003-09-02,0.404643,0.408929,0.4,0.408036,0.349836,242132800.0,0.206,0.08,0.714,-0.9992
2003-09-03,0.407143,0.416429,0.406429,0.409821,0.351366,268828000.0,0.132,0.09,0.778,-0.9969
2003-09-04,0.413571,0.415179,0.406607,0.407679,0.34953,199780000.0,0.153,0.067,0.78,-0.9991
2003-09-05,0.405893,0.413393,0.400179,0.401786,0.344477,240133600.0,0.116,0.078,0.806,-0.9931
2003-09-08,0.401429,0.406964,0.40125,0.406071,0.348151,167244000.0,0.179,0.098,0.723,-0.9989
2003-09-09,0.402321,0.404821,0.395,0.399464,0.342487,180370400.0,0.172,0.091,0.737,-0.9989
2003-09-10,0.397321,0.40375,0.394821,0.396071,0.339577,224890400.0,0.165,0.071,0.764,-0.9991
2003-09-11,0.397321,0.406964,0.394643,0.402857,0.345396,213684800.0,0.183,0.057,0.759,-0.9993
2003-09-12,0.401964,0.413214,0.398393,0.4125,0.353663,179989600.0,0.175,0.077,0.748,-0.9991
2003-09-15,0.407321,0.408929,0.395,0.396607,0.340037,226844800.0,0.165,0.088,0.747,-0.998
2003-09-16,0.396607,0.405179,0.396429,0.399286,0.342334,269007200.0,0.166,0.061,0.773,-0.9991
2003-09-17,0.399464,0.399643,0.390179,0.395,0.338659,289396800.0,0.171,0.083,0.746,-0.9992
2003-09-18,0.394643,0.410536,0.391964,0.408571,0.350295,252907200.0,0.173,0.089,0.738,-0.9983
2003-09-19,0.408571,0.411607,0.400536,0.403214,0.345702,205956800.0,0.153,0.098,0.749,-0.9981
2003-09-22,0.396071,0.401786,0.391429,0.394286,0.338047,179821600.0,0.192,0.067,0.741,-0.9994
2003-09-23,0.393214,0.401071,0.390714,0.400536,0.343406,132451200.0,0.158,0.07,0.772,-0.999
2003-09-24,0.396607,0.398393,0.376429,0.380714,0.326411,301285600.0,0.145,0.067,0.787,-0.9989
2003-09-25,0.381071,0.381607,0.361607,0.364821,0.312785,574380800.0,0.164,0.081,0.755,-0.9989
2003-09-26,0.3625,0.3875,0.359821,0.369464,0.316766,347250400.0,0.134,0.076,0.79,-0.9959
2003-09-29,0.38375,0.386964,0.36875,0.380357,0.326105,365702400.0,0.159,0.072,0.769,-0.998
2003-09-30,0.376607,0.378929,0.365,0.37,0.317225,285426400.0,0.122,0.078,0.801,-0.9951
2003-10-01,0.369821,0.376786,0.360536,0.37125,0.318297,236112800.0,0.132,0.097,0.771,-0.9968
2003-10-02,0.371429,0.371429,0.362143,0.367321,0.314928,204058400.0,0.118,0.092,0.79,-0.9828
2003-10-03,0.374821,0.390357,0.372857,0.387321,0.332076,299600000.0,0.146,0.101,0.753,-0.997
2003-10-06,0.386964,0.39875,0.385357,0.398036,0.341262,268329600.0,0.161,0.1,0.739,-0.9974
2003-10-07,0.39375,0.418036,0.39125,0.414643,0.3555,418174400.0,0.148,0.092,0.761,-0.9985
2003-10-08,0.415179,0.420357,0.405893,0.411786,0.353051,428668800.0,0.129,0.097,0.774,-0.9964
2003-10-09,0.416071,0.422679,0.406964,0.41875,0.359022,347748800.0,0.12,0.105,0.776,-0.9755
2003-10-10,0.419643,0.425179,0.417321,0.422857,0.362543,174837600.0,0.133,0.104,0.763,-0.9952
2003-10-13,0.42375,0.435893,0.423571,0.434821,0.3728,279865600.0,0.165,0.083,0.751,-0.9989
2003-10-14,0.434286,0.441786,0.431964,0.438393,0.375863,275419200.0,0.135,0.083,0.782,-0.9988
2003-10-15,0.44375,0.446607,0.438929,0.443214,0.379996,610103200.0,0.127,0.109,0.764,-0.9885
2003-10-16,0.425,0.425714,0.400179,0.415179,0.35596,975682400.0,0.146,0.081,0.773,-0.9992
2003-10-17,0.4175,0.419464,0.400536,0.40625,0.348305,359811200.0,0.149,0.078,0.773,-0.9989
2003-10-20,0.403571,0.416786,0.399643,0.414643,0.3555,279132000.0,0.156,0.086,0.759,-0.9983
2003-10-21,0.41625,0.417857,0.40625,0.413929,0.354888,176461600.0,0.133,0.118,0.75,-0.9764
2003-10-22,0.409643,0.414286,0.405,0.406429,0.348458,161599200.0,0.121,0.087,0.792,-0.9939
2003-10-23,0.405893,0.413393,0.403393,0.410536,0.351979,165211200.0,0.111,0.114,0.776,-0.2987
2003-10-24,0.402857,0.408036,0.396964,0.403571,0.346008,219856000.0,0.151,0.082,0.768,-0.998
2003-10-27,0.40625,0.40875,0.401607,0.403571,0.346008,162013600.0,0.148,0.089,0.763,-0.9974
2003-10-28,0.402857,0.424464,0.4,0.423571,0.363155,251714400.0,0.107,0.071,0.822,-0.9948
2003-10-29,0.419821,0.426786,0.416786,0.423036,0.362696,267080800.0,0.117,0.116,0.767,-0.4588
2003-10-30,0.428393,0.428571,0.408393,0.412321,0.35351,260556800.0,0.097,0.116,0.786,0.9733
2003-10-31,0.416071,0.416964,0.406786,0.40875,0.350448,218153600.0,0.087,0.116,0.797,0.9869
2003-11-03,0.407679,0.416071,0.406786,0.413393,0.354429,302842400.0,0.138,0.094,0.768,-0.9954
2003-11-04,0.411964,0.4125,0.403393,0.409107,0.350754,249233600.0,0.147,0.061,0.792,-0.9991
2003-11-05,0.4075,0.413036,0.40125,0.41125,0.352591,322470400.0,0.124,0.099,0.777,-0.9925
2003-11-06,0.409107,0.413393,0.404464,0.412857,0.353969,397073600.0,0.153,0.081,0.766,-0.9991
2003-11-07,0.414107,0.415,0.400893,0.401786,0.344477,210145600.0,0.147,0.089,0.764,-0.9979
2003-11-10,0.400893,0.404464,0.39,0.391071,0.335291,234276000.0,0.152,0.1,0.748,-0.9965
2003-11-11,0.391071,0.393214,0.383571,0.384643,0.329779,215073600.0,0.156,0.105,0.739,-0.998
2003-11-12,0.383571,0.405714,0.383571,0.39875,0.341874,300003200.0,0.164,0.117,0.719,-0.9986
2003-11-13,0.394107,0.402857,0.391429,0.400357,0.343252,212772000.0,0.138,0.085,0.778,-0.9981
2003-11-14,0.401429,0.40375,0.38,0.383214,0.328554,237048000.0,0.136,0.11,0.753,-0.989
2003-11-17,0.38125,0.381607,0.374107,0.377321,0.323502,228256000.0,0.145,0.106,0.75,-0.9938
2003-11-18,0.37875,0.381071,0.363393,0.364464,0.312479,267192800.0,0.12,0.062,0.819,-0.9976
2003-11-19,0.367143,0.36875,0.361786,0.364643,0.312632,344584800.0,0.143,0.106,0.75,-0.9947
2003-11-20,0.358929,0.376429,0.358929,0.363929,0.31202,239590400.0,0.157,0.102,0.741,-0.9979
2003-11-21,0.363214,0.3675,0.354464,0.362143,0.310489,241836000.0,0.136,0.114,0.75,-0.9896
2003-11-24,0.366071,0.379821,0.365179,0.377679,0.323809,381824800.0,0.136,0.122,0.742,-0.9704
2003-11-25,0.379107,0.379464,0.368036,0.369286,0.316613,268654400.0,0.15,0.084,0.766,-0.9983
2003-11-26,0.373036,0.377679,0.361607,0.37,0.317225,245128800.0,0.138,0.103,0.76,-0.9956
2003-11-28,0.371071,0.37625,0.366429,0.373393,0.320134,76098400.0,0.132,0.092,0.776,-0.9969
2003-12-01,0.375714,0.390179,0.375,0.387679,0.332382,361536000.0,0.161,0.081,0.758,-0.9982
2003-12-02,0.385714,0.391071,0.382321,0.384643,0.329779,205296000.0,0.124,0.126,0.75,0.296
2003-12-03,0.384643,0.39,0.374286,0.375536,0.321971,191296000.0,0.107,0.134,0.758,0.9864
2003-12-04,0.373929,0.378036,0.370893,0.377679,0.323809,177940000.0,0.162,0.112,0.725,-0.9967
2003-12-05,0.373214,0.377679,0.370179,0.372321,0.319215,186177600.0,0.158,0.083,0.76,-0.998
2003-12-08,0.371071,0.376429,0.364464,0.375893,0.322278,148237600.0,0.129,0.119,0.752,-0.9694
2003-12-09,0.378036,0.379464,0.364286,0.365179,0.313092,135144800.0,0.124,0.108,0.768,-0.979
2003-12-10,0.365179,0.368036,0.356429,0.363929,0.31202,271336800.0,0.141,0.112,0.747,-0.9924
2003-12-11,0.361607,0.381071,0.360893,0.37875,0.324727,183136800.0,0.149,0.102,0.749,-0.9967
2003-12-12,0.380714,0.380714,0.369643,0.373036,0.319828,192673600.0,0.147,0.082,0.771,-0.998
2003-12-15,0.38375,0.38375,0.358393,0.360179,0.308805,388908800.0,0.121,0.129,0.75,0.7964
2003-12-16,0.360536,0.365893,0.357321,0.359286,0.308039,373956800.0,0.152,0.109,0.739,-0.996
2003-12-17,0.358571,0.359464,0.353393,0.355,0.304365,274260000.0,0.157,0.098,0.745,-0.9961
2003-12-18,0.355357,0.360357,0.355357,0.357857,0.306814,330915200.0,0.143,0.087,0.77,-0.9975
2003-12-19,0.360536,0.364643,0.350357,0.351786,0.301609,453560800.0,0.095,0.097,0.808,0.4404
2003-12-22,0.350893,0.355179,0.34375,0.354464,0.303905,377064800.0,0.122,0.095,0.783,-0.9902
2003-12-23,0.355714,0.35625,0.35,0.35375,0.303293,308498400.0,0.11,0.099,0.791,-0.9761
2003-12-24,0.352143,0.367679,0.350893,0.364464,0.312479,177475200.0,0.14,0.133,0.726,-0.8834
2003-12-26,0.363393,0.373393,0.363214,0.371071,0.318143,103695200.0,0.163,0.077,0.76,-0.9986
2003-12-29,0.373393,0.377857,0.3725,0.377679,0.323809,233458400.0,0.189,0.118,0.693,-0.9982
2003-12-30,0.378214,0.383929,0.377679,0.38,0.325799,204853600.0,0.153,0.08,0.767,-0.9984
2003-12-31,0.38125,0.384464,0.378214,0.381607,0.327177,174451200.0,0.191,0.105,0.704,-0.9992
2004-01-02,0.384821,0.388393,0.378214,0.38,0.325799,144642400.0,0.145,0.085,0.77,-0.9917
2004-01-05,0.3825,0.399821,0.3825,0.395893,0.339425,395018400.0,0.129,0.092,0.779,-0.9776
2004-01-06,0.397321,0.400357,0.387679,0.394464,0.3382,509348000.0,0.124,0.124,0.752,-0.6876
2004-01-07,0.394643,0.407679,0.391607,0.403393,0.345855,586874400.0,0.108,0.094,0.797,-0.7906
2004-01-08,0.407857,0.42375,0.404464,0.417143,0.357644,460303200.0,0.131,0.092,0.777,-0.9902
2004-01-09,0.414821,0.430893,0.406964,0.410714,0.352132,427459200.0,0.149,0.08,0.77,-0.9981
2004-01-12,0.415179,0.428571,0.4125,0.42375,0.363309,487547200.0,0.152,0.093,0.755,-0.9975
2004-01-13,0.441071,0.443571,0.426071,0.430714,0.369279,679016800.0,0.129,0.084,0.786,-0.9923
2004-01-14,0.435714,0.438214,0.424643,0.432143,0.370504,620043200.0,0.142,0.077,0.782,-0.9966
2004-01-15,0.409107,0.417857,0.401786,0.408036,0.349836,1018208800.0,0.123,0.072,0.804,-0.9959
2004-01-16,0.40875,0.411429,0.40375,0.405714,0.347845,372820000.0,0.154,0.084,0.762,-0.9979
2004-01-20,0.404821,0.407143,0.397321,0.405893,0.347999,315946400.0,0.144,0.071,0.785,-0.9984
2004-01-21,0.405357,0.410179,0.400536,0.40375,0.346161,226660000.0,0.198,0.083,0.72,-0.9993
2004-01-22,0.402857,0.407679,0.396071,0.396071,0.339577,205004800.0,0.142,0.089,0.77,-0.997
2004-01-23,0.400357,0.406071,0.397321,0.402857,0.345396,227169600.0,0.137,0.116,0.747,-0.99
2004-01-26,0.401071,0.411786,0.400536,0.410893,0.352285,271269600.0,0.154,0.106,0.739,-0.9944
2004-01-27,0.411429,0.415179,0.407143,0.411964,0.353204,307070400.0,0.148,0.071,0.781,-0.9975
2004-01-28,0.407857,0.4175,0.400179,0.402143,0.344783,275402400.0,0.118,0.114,0.768,-0.8126
2004-01-29,0.404107,0.407143,0.39625,0.405,0.347233,212699200.0,0.185,0.099,0.716,-0.9989
2004-01-30,0.404464,0.408393,0.400357,0.402857,0.345396,185298400.0,0.142,0.085,0.774,-0.9971
2004-02-02,0.401071,0.407321,0.394286,0.398571,0.341721,287431200.0,0.165,0.095,0.74,-0.9981
2004-02-03,0.398214,0.4,0.392857,0.3975,0.340803,180812800.0,0.111,0.12,0.769,0.25
2004-02-04,0.392857,0.394464,0.3875,0.389107,0.333607,305552800.0,0.14,0.103,0.758,-0.9941
2004-02-05,0.389643,0.409107,0.389464,0.400357,0.343252,352844800.0,0.134,0.049,0.817,-0.9984
2004-02-06,0.400893,0.40875,0.4,0.405536,0.347692,193340000.0,0.138,0.107,0.754,-0.9887
2004-02-09,0.403929,0.408214,0.401786,0.404821,0.347079,188260800.0,0.144,0.101,0.755,-0.9889
2004-02-10,0.403929,0.412857,0.400714,0.410357,0.351826,255343200.0,0.139,0.083,0.778,-0.993
2004-02-11,0.412321,0.42625,0.411607,0.425,0.36438,348544000.0,0.166,0.065,0.77,-0.9985
2004-02-12,0.421607,0.428393,0.421429,0.42375,0.363309,183988000.0,0.171,0.093,0.736,-0.9978
2004-02-13,0.425893,0.430357,0.407679,0.410714,0.352132,315980000.0,0.141,0.118,0.74,-0.9735
2004-02-17,0.4125,0.419464,0.4125,0.413571,0.354581,170956800.0,0.162,0.07,0.768,-0.9978
2004-02-18,0.413929,0.418571,0.411607,0.415357,0.356113,141635200.0,0.118,0.097,0.785,-0.9643
2004-02-19,0.416607,0.422143,0.400179,0.40125,0.344018,323080800.0,0.149,0.093,0.758,-0.9977
2004-02-20,0.401786,0.401964,0.396607,0.4,0.342946,277603200.0,0.147,0.071,0.782,-0.998
2004-02-23,0.398929,0.401071,0.390893,0.39625,0.339731,194079200.0,0.149,0.097,0.754,-0.9957
2004-02-24,0.395357,0.406071,0.392857,0.399286,0.342334,259056000.0,0.164,0.086,0.751,-0.9968
2004-02-25,0.397857,0.408929,0.396607,0.407321,0.349223,276276000.0,0.177,0.067,0.756,-0.9986
2004-02-26,0.408571,0.413929,0.407143,0.411429,0.352745,198408000.0,0.135,0.088,0.777,-0.9973
2004-02-27,0.41,0.428929,0.409821,0.427143,0.366217,468837600.0,0.165,0.097,0.738,-0.998
2004-03-01,0.430357,0.433929,0.42625,0.428929,0.367749,321680800.0,0.123,0.084,0.793,-0.9861
2004-03-02,0.428571,0.430357,0.424464,0.425179,0.364534,256687200.0,0.152,0.092,0.756,-0.9974
2004-03-03,0.421429,0.431964,0.421429,0.427143,0.366217,225131200.0,0.152,0.076,0.772,-0.9978
2004-03-04,0.427321,0.450357,0.426964,0.449286,0.385202,660223200.0,0.132,0.117,0.751,-0.9783
2004-03-05,0.445536,0.490893,0.444643,0.4775,0.409392,1540599200.0,0.101,0.09,0.808,-0.9451
2004-03-08,0.475357,0.478393,0.460714,0.464286,0.398063,522872000.0,0.135,0.06,0.805,-0.9949
2004-03-09,0.4625,0.48625,0.459821,0.483929,0.414904,618363200.0,0.168,0.078,0.755,-0.9985
2004-03-10,0.482857,0.5025,0.481071,0.494286,0.423784,1006964000.0,0.153,0.088,0.759,-0.9958
2004-03-11,0.486964,0.500714,0.48375,0.484821,0.415669,595851200.0,0.141,0.095,0.765,-0.99
2004-03-12,0.487857,0.496071,0.485179,0.492143,0.421946,329224000.0,0.136,0.068,0.796,-0.9958
2004-03-15,0.482679,0.488393,0.468929,0.472321,0.404952,481717600.0,0.167,0.065,0.768,-0.9968
2004-03-16,0.474107,0.475179,0.453393,0.461071,0.395306,605432800.0,0.175,0.09,0.735,-0.9979
2004-03-17,0.463571,0.471071,0.460357,0.467679,0.400972,411432000.0,0.139,0.102,0.758,-0.9851
2004-03-18,0.463214,0.465357,0.456964,0.458393,0.39301,321081600.0,0.122,0.082,0.796,-0.9916
2004-03-19,0.456429,0.481071,0.456071,0.461786,0.395919,408576000.0,0.134,0.095,0.772,-0.9876
2004-03-22,0.453036,0.467321,0.450893,0.461786,0.395919,419031200.0,0.132,0.092,0.776,-0.9933
2004-03-23,0.462143,0.464286,0.450357,0.451607,0.387192,385515200.0,0.128,0.117,0.756,-0.9584
2004-03-24,0.45125,0.459821,0.45125,0.455357,0.390407,428215200.0,0.116,0.122,0.762,0.7845
2004-03-25,0.466786,0.480536,0.462321,0.479821,0.411382,566445600.0,0.095,0.114,0.791,0.9432
2004-03-26,0.482143,0.488571,0.480536,0.482857,0.413985,419893600.0,0.142,0.069,0.789,-0.9974
2004-03-29,0.48875,0.499821,0.485714,0.498393,0.427305,350728000.0,0.096,0.071,0.833,-0.9792
2004-03-30,0.495357,0.499107,0.488214,0.498571,0.427457,359676800.0,0.181,0.07,0.749,-0.9985
2004-03-31,0.498571,0.499643,0.48125,0.482857,0.413985,390773600.0,0.125,0.085,0.791,-0.9938
2004-04-01,0.480179,0.486964,0.475357,0.484107,0.415056,318332000.0,0.166,0.09,0.744,-0.9982
2004-04-02,0.495536,0.49875,0.48625,0.491071,0.421027,274478400.0,0.158,0.107,0.735,-0.9969
2004-04-05,0.490714,0.506607,0.49,0.505714,0.433582,385672000.0,0.139,0.106,0.755,-0.9948
2004-04-06,0.494821,0.502679,0.489821,0.496964,0.42608,257992000.0,0.142,0.083,0.775,-0.9984
2004-04-07,0.493036,0.494643,0.480714,0.487679,0.418119,255119200.0,0.159,0.092,0.749,-0.9987
2004-04-08,0.497857,0.5,0.485714,0.491607,0.421487,240917600.0,0.152,0.079,0.769,-0.9987
2004-04-12,0.491071,0.501786,0.490893,0.500714,0.429295,230540800.0,0.159,0.1,0.741,-0.9935
2004-04-13,0.499643,0.500536,0.479286,0.480893,0.412301,436396800.0,0.132,0.109,0.759,-0.9628
2004-04-14,0.4775,0.483393,0.469821,0.475714,0.407861,639732800.0,0.127,0.117,0.756,-0.6915
2004-04-15,0.514643,0.528214,0.502857,0.523214,0.448585,1761446400.0,0.131,0.09,0.779,-0.9926
2004-04-16,0.520536,0.523393,0.508929,0.521071,0.446748,402931200.0,0.142,0.076,0.782,-0.9974
2004-04-19,0.502143,0.513393,0.496964,0.50625,0.434041,712353600.0,0.13,0.092,0.778,-0.9872
2004-04-20,0.50375,0.507321,0.492143,0.495179,0.424549,354519200.0,0.121,0.087,0.792,-0.986
2004-04-21,0.492857,0.502143,0.48875,0.495179,0.424549,325875200.0,0.123,0.097,0.78,-0.959
2004-04-22,0.492143,0.503214,0.484107,0.496071,0.425314,344584800.0,0.127,0.092,0.781,-0.9846
2004-04-23,0.494643,0.5,0.483036,0.494643,0.42409,315828800.0,0.141,0.089,0.77,-0.9934
2004-04-26,0.4925,0.493571,0.482143,0.484464,0.415362,231128800.0,0.174,0.068,0.759,-0.9984
2004-04-27,0.486429,0.49,0.476607,0.481071,0.412453,283864000.0,0.156,0.084,0.761,-0.9981
2004-04-28,0.478929,0.482321,0.470357,0.472321,0.404952,231168000.0,0.144,0.065,0.79,-0.9968
2004-04-29,0.472321,0.482143,0.463929,0.478036,0.409851,460790400.0,0.176,0.12,0.704,-0.9953
2004-04-30,0.476964,0.481429,0.455179,0.460357,0.394694,466502400.0,0.13,0.116,0.753,-0.9754
2004-05-03,0.464286,0.470179,0.459643,0.465536,0.399134,297634400.0,0.13,0.122,0.749,-0.9623
2004-05-04,0.46375,0.474107,0.455357,0.466786,0.400206,279983200.0,0.135,0.118,0.747,-0.9712
2004-05-05,0.467857,0.477679,0.463571,0.475893,0.408014,238106400.0,0.139,0.086,0.776,-0.9969
2004-05-06,0.471429,0.477679,0.4625,0.474643,0.406942,263558400.0,0.139,0.091,0.77,-0.9963
2004-05-07,0.474107,0.492321,0.474107,0.47625,0.40832,419036800.0,0.114,0.12,0.765,-0.296
2004-05-10,0.469107,0.475,0.463214,0.469286,0.402349,249978400.0,0.15,0.096,0.754,-0.9975
2004-05-11,0.471429,0.485536,0.471429,0.484643,0.415516,305172000.0,0.107,0.11,0.783,0.5267
2004-05-12,0.478393,0.488214,0.468571,0.4875,0.417966,245420000.0,0.123,0.114,0.763,-0.9371
2004-05-13,0.483929,0.495,0.480357,0.485536,0.416282,229852000.0,0.129,0.139,0.732,0.9468
2004-05-14,0.486607,0.487857,0.472321,0.483214,0.414291,257801600.0,0.162,0.096,0.743,-0.9982
2004-05-17,0.476786,0.483214,0.470714,0.475714,0.407861,300445600.0,0.149,0.105,0.746,-0.9946
2004-05-18,0.481607,0.487321,0.478571,0.483214,0.414291,206063200.0,0.149,0.085,0.767,-0.9977
2004-05-19,0.489286,0.491071,0.471786,0.472679,0.405259,375592000.0,0.124,0.104,0.772,-0.9674
2004-05-20,0.475536,0.482143,0.472679,0.476964,0.408932,196296800.0,0.119,0.108,0.774,-0.9623
2004-05-21,0.480357,0.485714,0.477321,0.484107,0.415056,179894400.0,0.112,0.115,0.774,-0.2023
2004-05-24,0.487321,0.498214,0.484107,0.488214,0.418578,235603200.0,0.097,0.107,0.796,0.5574
2004-05-25,0.491071,0.509107,0.487321,0.507321,0.434959,319978400.0,0.102,0.128,0.77,0.9747
2004-05-26,0.505893,0.513929,0.5,0.509107,0.436491,322168000.0,0.091,0.095,0.814,-0.4404
2004-05-27,0.508214,0.510714,0.496786,0.503036,0.431286,235972800.0,0.12,0.097,0.783,-0.979
2004-05-28,0.501429,0.504821,0.496429,0.501071,0.429601,145717600.0,0.107,0.081,0.812,-0.9873
2004-06-01,0.49625,0.503571,0.493036,0.501071,0.429601,182134400.0,0.098,0.107,0.794,0.8071
2004-06-02,0.500536,0.520893,0.496429,0.516429,0.442768,318712800.0,0.124,0.098,0.778,-0.981
2004-06-03,0.512857,0.517679,0.505179,0.507143,0.434807,250930400.0,0.119,0.135,0.746,0.8552
2004-06-04,0.51,0.522321,0.509107,0.513929,0.440625,399112000.0,0.144,0.098,0.758,-0.9927
2004-06-07,0.518571,0.535357,0.514464,0.532321,0.456393,295876000.0,0.134,0.114,0.752,-0.9837
2004-06-08,0.535536,0.543571,0.532679,0.541964,0.464661,415620800.0,0.124,0.107,0.769,-0.9246
2004-06-09,0.537321,0.548393,0.535714,0.539286,0.462365,349204800.0,0.123,0.079,0.798,-0.9959
2004-06-10,0.539286,0.553036,0.539286,0.548929,0.470633,257577600.0,0.142,0.118,0.739,-0.9896
2004-06-14,0.547321,0.547857,0.526786,0.537857,0.46114,243986400.0,0.145,0.108,0.746,-0.9939
2004-06-15,0.545357,0.556071,0.540357,0.548036,0.469867,444634400.0,0.148,0.113,0.739,-0.9944
2004-06-16,0.5475,0.595,0.545179,0.584643,0.501252,909641600.0,0.135,0.106,0.759,-0.9873
2004-06-17,0.581429,0.591607,0.575179,0.585893,0.502324,551320000.0,0.133,0.09,0.777,-0.9953
2004-06-18,0.583214,0.596607,0.579107,0.587679,0.503855,406252000.0,0.128,0.096,0.776,-0.9843
2004-06-21,0.591429,0.598214,0.573571,0.577321,0.494975,390213600.0,0.116,0.107,0.777,-0.9261
2004-06-22,0.576786,0.590893,0.576607,0.589286,0.505233,360511200.0,0.141,0.121,0.739,-0.9885
2004-06-23,0.589286,0.604107,0.587321,0.601786,0.51595,390868800.0,0.151,0.085,0.764,-0.9977
2004-06-24,0.598393,0.601786,0.588929,0.5925,0.507989,252515200.0,0.096,0.09,0.813,-0.8689
2004-06-25,0.590536,0.601786,0.589286,0.601786,0.51595,323428000.0,0.172,0.097,0.731,-0.9982
2004-06-28,0.610357,0.610536,0.575179,0.580179,0.497425,521096800.0,0.112,0.099,0.789,-0.9393
2004-06-29,0.572679,0.589107,0.560893,0.580357,0.497578,590553600.0,0.158,0.103,0.739,-0.9975
2004-06-30,0.581429,0.58875,0.569464,0.581071,0.49819,373044000.0,0.112,0.1,0.787,-0.9349
2004-07-01,0.573214,0.58,0.569643,0.576786,0.494516,341941600.0,0.141,0.136,0.724,-0.7766
2004-07-02,0.544286,0.556786,0.530893,0.555,0.475838,910683200.0,0.145,0.117,0.738,-0.986
2004-07-06,0.558393,0.561071,0.55,0.552679,0.473848,348980800.0,0.128,0.108,0.763,-0.9772
2004-07-07,0.550893,0.56,0.538036,0.542679,0.465274,397992000.0,0.142,0.091,0.767,-0.9971
2004-07-08,0.538036,0.547857,0.534821,0.538214,0.461446,233380000.0,0.109,0.123,0.768,0.8349
2004-07-09,0.540536,0.544643,0.53625,0.53625,0.459762,208863200.0,0.119,0.11,0.771,-0.8934
2004-07-12,0.536071,0.536429,0.516607,0.520357,0.446136,511621600.0,0.109,0.113,0.778,-0.5719
2004-07-13,0.522321,0.528571,0.518214,0.521786,0.447361,316176000.0,0.139,0.061,0.801,-0.9981
2004-07-14,0.515357,0.535179,0.513214,0.528214,0.452872,835800000.0,0.078,0.116,0.805,0.9877
2004-07-15,0.583214,0.600536,0.573393,0.588036,0.504161,1767724000.0,0.139,0.119,0.742,-0.9879
2004-07-16,0.585714,0.587857,0.573571,0.575,0.492985,488381600.0,0.126,0.098,0.775,-0.9865
2004-07-19,0.571607,0.575357,0.565357,0.570893,0.489464,533170400.0,0.124,0.087,0.789,-0.9853
2004-07-20,0.570536,0.575,0.563393,0.575,0.492985,323747200.0,0.152,0.094,0.755,-0.9968
2004-07-21,0.578929,0.584107,0.559643,0.564643,0.484105,301257600.0,0.174,0.075,0.751,-0.9982
2004-07-22,0.558036,0.566607,0.554643,0.565714,0.485023,334118400.0,0.187,0.091,0.722,-0.9985
2004-07-23,0.563036,0.566964,0.544286,0.548214,0.47002,273571200.0,0.151,0.077,0.771,-0.9973
2004-07-26,0.550893,0.561607,0.549643,0.558214,0.478593,393932000.0,0.186,0.06,0.755,-0.999
2004-07-27,0.567857,0.584821,0.56375,0.579107,0.496506,425006400.0,0.135,0.098,0.767,-0.9913
2004-07-28,0.576964,0.57875,0.556429,0.57625,0.494057,285051200.0,0.135,0.095,0.77,-0.9917
2004-07-29,0.579821,0.586071,0.57375,0.582857,0.499721,222157600.0,0.181,0.085,0.734,-0.9986
2004-07-30,0.583036,0.589286,0.571429,0.5775,0.495128,243023200.0,0.16,0.103,0.737,-0.9974
2004-08-02,0.556786,0.575,0.555893,0.563929,0.483493,365092000.0,0.128,0.099,0.773,-0.9793
2004-08-03,0.561607,0.566429,0.55625,0.55875,0.479053,211629600.0,0.159,0.102,0.739,-0.9952
2004-08-04,0.556964,0.573571,0.556607,0.567679,0.486708,276488800.0,0.173,0.076,0.751,-0.9989
2004-08-05,0.568036,0.576786,0.558036,0.560536,0.480584,244501600.0,0.149,0.099,0.753,-0.9961
2004-08-06,0.551786,0.555357,0.530357,0.531786,0.455935,492290400.0,0.172,0.127,0.701,-0.995
2004-08-09,0.533036,0.54375,0.532321,0.541071,0.463895,290847200.0,0.192,0.091,0.716,-0.9977
2004-08-10,0.542679,0.563214,0.541964,0.562857,0.482574,351036000.0,0.109,0.083,0.809,-0.9668
2004-08-11,0.555357,0.555893,0.540357,0.55375,0.474766,322392000.0,0.181,0.072,0.748,-0.9988
2004-08-12,0.54375,0.550893,0.540714,0.542321,0.464967,226200800.0,0.131,0.106,0.762,-0.9716
2004-08-13,0.546429,0.558571,0.542857,0.550714,0.472163,328048000.0,0.16,0.085,0.755,-0.9978
2004-08-16,0.553571,0.566429,0.547143,0.549643,0.471245,435674400.0,0.138,0.112,0.75,-0.9751
2004-08-17,0.546071,0.555893,0.541964,0.55125,0.472623,323019200.0,0.167,0.108,0.725,-0.9965
2004-08-18,0.544821,0.56875,0.544464,0.566786,0.485943,364655200.0,0.167,0.101,0.733,-0.9968
2004-08-19,0.562679,0.568929,0.542143,0.548393,0.470173,388920000.0,0.193,0.087,0.72,-0.9988
2004-08-20,0.548393,0.553393,0.544464,0.55,0.471551,316780800.0,0.177,0.071,0.753,-0.9989
2004-08-23,0.551071,0.558393,0.546429,0.555,0.475838,254660000.0,0.148,0.113,0.739,-0.988
2004-08-24,0.558214,0.570536,0.556964,0.570536,0.489158,374136000.0,0.162,0.09,0.748,-0.9983
2004-08-25,0.569107,0.591964,0.566607,0.590179,0.505999,505618400.0,0.161,0.104,0.735,-0.9953
2004-08-26,0.59,0.628214,0.584643,0.618929,0.530648,955858400.0,0.173,0.075,0.752,-0.9991
